31.9651,64.8079,1
62.3615,93.5838,1
76.1589,69.7537,1
66.158,63.6525,1
0.0946074,87.1529,1
5.84735,71.7991,1
23.3222,58.7597,1
37.9284,48.8186,1
79.4214,96.5575,1
90.4538,55.9343,1
53.74,92.28,1
27.8237,85.6349,1
91.6898,40.0494,1
50.1907,40.3003,1
18.1127,98.9581,1
93.0113,70.4843,1
58.4674,52.4809,1
42.436,44.6785,1
2.32551,71.6306,1
32.1726,72.5315,1
99.9664,98.6486,1
37.3699,73.2933,1
32.5022,58.1994,1
31.2235,71.4402,1
46.3668,72.8886,1
19.9194,51.3071,1
92.5962,69.9753,1
21.485,92.6225,1
61.6596,56.1998,1
4.23597,98.808,1
54.4481,87.5466,1
50.4166,79.9512,1
79.9585,70.8524,1
60.6342,62.2755,1
20.4016,44.1328,1
64.7938,46.017,1
54.329,52.4845,1
55.0371,43.5871,1
78.3471,86.4516,1
6.4333,79.8578,1
18.1341,99.7272,1
0.946074,66.4925,1
69.3136,93.0711,1
20.3864,92.1738,1
58.8458,41.3001,1
23.8899,80.5921,1
67.5466,70.2683,1
75.6371,78.0908,1
4.37025,60.6366,1
38.3618,62.8321,1
