98.9013,0.622578,0
68.0135,11.7063,0
39.9396,4.41115,0
8.60927,45.3365,0
68.9566,22.0997,0
46.5743,32.7256,0
37.1654,39.2169,0
15.6255,12.7042,0
2.81686,6.60482,0
33.0821,35.3404,0
59.3829,7.18711,0
78.5424,57.8228,0
68.6148,53.9335,0
16.4892,1.24699,0
89.1293,15.927,0
78.4967,0.18128,0
41.1237,19.3951,0
70.6107,6.863,0
97.8271,20.5542,0
21.543,41.9361,0
44.3617,37.1899,0
37.3455,13.5685,0
94.6013,35.8092,0
78.106,36.8712,0
6.64998,1.25797,0
22.3792,55.4332,0
87.6125,25.674,0
34.9223,56.9018,0
28.1991,43.6482,0
3.37535,44.4539,0
57.8875,10.474,0
59.5141,36.0436,0
61.1835,30.3635,0
50.6912,33.2914,0
45.6465,31.4878,0
77.1172,51.9065,0
2.31941,54.7374,0
60.567,35.4997,0
49.1287,33.0589,0
60.1581,44.6773,0
97.9522,8.27296,0
0.842311,3.2667,0
35.9172,22.204,0
30.192,53.5984,0
61.6108,29.0304,0
69.158,22.6417,0
66.7745,25.7234,0
72.3685,10.961,0
4.12305,27.452,0
63.6494,6.27522,0
